fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"643","3322","3344",{F6DC10CD-4345-4061-AD07-954AF9270059},"0",VOPA_093,ARBRE,CTSP,"1",,,"73",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FENTR,CARRAC,AUC,"55",NON, ,AUC,,, ,O,2021-10-12T17:11:57.000,TVJV,,DHP
"644","3323","3345",{1E7D0C22-BB39-4A81-A8FF-C0666B4363D2},"0",VOPA_093,ARBRE,AEHI,"6",,,"35,32,30,27,20,18",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHITR,FAETR,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-10-12T17:47:46.000,TVJV,,DHP_X
"645","3325","3347",{F5ADD19C-28C3-4388-A4D9-C01388CD07A8},"0",VOPA_093,ARBRE,ROPS,"1",,,"47",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLSBC,FAETR,AUC,"50",NON, ,AUC,,, ,O,2021-10-12T17:42:05.000,TVJV,,DHP
"646","3326","3348",{22C7754A-53FA-4439-9129-664B72262722},"0",VOPA_093,ARBRE,ROPS,"1",,,"35",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARBC,AUC,BLMTR,"55",NON, ,AUC,,, ,O,2021-10-12T17:37:36.000,TVJV,,DHP
"647","3327","3349",{A01E90C3-7166-4888-BC11-24F679AFACD4},"0",VOPA_093,ARBRE,ROPS,"1",,,"30",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,FOFTR,DEP25,"20",NON, ,ABSECT,2022,TVERTE, ,O,2021-10-12T17:23:08.000,TVJV,,DHP
"648","3328","3350",{769E2B4D-4DD5-4B81-BE11-601EAD07F078},"0",VOPA_093,ARBRE,ACPL,"1",,,"20",PARC,PUB,AUC,AUC,AUC,FILD01,AUC,AUC,CHETR,BLSRAC,AUC,AUC,"30",NON,"demande de l'ancien maire d’être abattu chancre, racourcir la souche qui est a coté, abattue un des deux troncs",ABSECT,2023,TVERTE, ,O,2021-10-12T17:16:39.000,TVJV,,DHP
"649","3329","3351",{56BD8D4B-DBE2-4D63-A323-751215FB0327},"0",VOPA_093,ARBRE,ROPS,"1",,,"20",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-10-12T17:19:05.000,TVJV,,DHP
"650","3331","3353",{4E22B9FB-C928-4973-9D7C-75CA27F2F024},"0",VOPA_093,ARBRE,ROPS,"1",,,"34",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,RAETR,AUTTR,"50",NON, Carie en face supérieure de l'inclinaison du tronc,ABSECT,2022,TVERTE, ,O,2021-10-19T16:45:15.000,TVGSM,,DHP
"651","3333","3355",{989C06E5-E417-4CDC-902D-0679AF31FDF3},"0",VOPA_093,ARBRE,ROPS,"1",,,"40",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,BLSTR,CARTR,AUC,"40",NON,,ABSECT,2023,TVERTE, ,O,2021-10-12T17:56:07.000,TVJV,"Susan Cannon Cohen 1951-1993. Stone plaque. whole grove is dedicated to her, but only the nearest tree is officially a memorial tree.",DHP
"652","3334","3356",{352CE253-BA89-41E9-9384-33C739B0B59D},"0",VOPA_093,ARBRE,ROPS,"2",,,"25,21",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,INCTR,AUC,"50",NON, ,ELASSA,2022,TVERTE, coupe la tige incliné,O,2021-10-12T17:59:30.000,TVJV,,DHP_X
"653","3335","3357",{16F61275-264B-4950-8CE1-397927408992},"0",VOPA_093,ARBRE,ROPS,"1",,,"28",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,TECCI,AUC,"30",NON, ,ABSECT,2023,TVERTE, ,O,2021-10-12T18:02:08.000,TVJV,,DHP
"654","3336","3358",{4AD8FC55-F805-4F20-8E73-625B7D23E5BD},"0",VOPA_093,ARBRE,ROPS,"1",,,"22",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"70",NON, ,AUC,,, ,O,2021-10-12T18:03:32.000,TVJV,,DHP
"655","3337","3359",{000CC25E-D20C-4D84-8944-6CE39BA16ED9},"0",VOPA_093,ARBRE,ACNE,"1",,,"59",PARC,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,CPOTR,CVSTR,CARTR,AUC,"50",NON, ,INSPRE,2023,TVERTE, carie (Polyporus squamosus) au collet racinaire important à suivre,O,2021-10-12T18:09:12.000,TVJV,,DHP
