NO SITE,NUMERO CIVIC,ROUTE/PARC,ETAT SITE,ESSENCE,QUANTITE TRONC,DIAMETRE,TYPE DIAMETRE
4193,0,JARDIN QUEEN ELIZABETH,ARBRE,GINKGO BILOBA,1,,DHP
2449,339,OLIVIER,ARBRE,TILIA AMERICANA,1,,DHP
11,19,DE CASSON,ARBRE,ULMUS PROPINQUA 'JFS-BIEBERICH' EMERALD SUNSHINE®,1,,DHP
1442,330,GROSVENOR,ARBRE,ACER SACCHARINUM,1,84,DHP
3897,4363,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
4878,606,GROSVENOR,ARBRE,GINKGO BILOBA,1,37,DHP
1877,0,TUPPER,ARBRE,ACER PLATANOIDES,1,,DHP
4271,500,WOOD,ARBRE,ACER RUBRUM,1,,DHP
2309,336, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
5963,550,LANSDOWNE,ARBRE,PICEA PUNGENS,1,,DHP
6308,10,DEVON,DESACTIVÉ,CATALPA SPECIOSA,1,,DHP
3282,21,SPRINGFIELD,SOUCHE,,0,,DHS
2469,365,ELM,ARBRE,ACER SACCHARINUM,1,,DHP
2750,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,11,,DHP
1047,0,PARC STAYNER,ARBRE,ACER PLATANOIDES,1,,DHP
3369,0,PARC KING GEORGE,ARBRE,ACER SACCHARUM,1,,DHP
4399,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,2,,DHP
5618,17,VOPA_004,ARBRE,PINUS SYLVESTRIS,1,,DHP
3502,0,PARC KING GEORGE,ARBRE,QUERCUS RUBRA,1,,DHP
3139,11,AVENUE HILLSIDE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5291,44,OAKLAND,ARBRE,CERCIS CANADENSIS,1,3.000000,DHP
5408,756,LEXINGTON,ARBRE,ACER RUBRUM,1,35,DHP
6565,318,VICTORIA,SOUCHE,,0,,DHS
5149,718,UPPER-LANSDOWNE,ARBRE,ACER X FREEMANIIAB,1,15,DHP
5692,95,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,,DHP
492,435,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
2809,257, METCALFE,ARBRE,ACER PLATANOIDES,1,68.000000,DHP
5778,510,LANSDOWNE,DESACTIVÉ,,0,,DHP
2722,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,6,,DHP
8,124,ABERDEEN,ARBRE,LIRIODENDRON TULIPIFERA,1,,DHP
2454,4250,SHERBROOKE,ARBRE,TILIA CORDATA,1,,DHP
2482,336,WOOD,ARBRE,ACER PLATANOIDES,1,,DHP
6441,768,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,22,DHP
959,95,HALLOWELL,ARBRE,TILIA CORDATA,1,34,DHP
1371,331,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
2200,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
2467,315,ELM,ARBRE,ULMUS AMERICANA,1,,DHP
1689,370,ROSLYN,ARBRE,FRAXINUS AMERICANA,1,,DHP
1245,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,1,,DHP
4840,635,VICTORIA,ARBRE,FRAXINUS PENNSYLVANICA,1,51,DHP
1942,0,PARC WESTMOUNT,ARBRE,ACER SACCHARUM,1,,DHP
758,0,PARC WESTMOUNT,SOUCHE,,0,,DHP
4761,526,VICTORIA,,,1,52,DHS
1348,0,PARC WESTMOUNT,DISPONIBLE,PINUS STROBUS,0,90+,DHS
6254,0,SUNNYSIDE,ARBRE,ULMUS PUMILA,1,40,DHP
4690,6,WILLOW,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,18,DHP
389,340,VICTORIA,ARBRE,GYMNOCLADUS DIOICUS,1,9,DHP
6656,0,ABERDEEN,DISPONIBLE,,0,,DHP
3156,110,LEWIS,DESACTIVÉ,,0,,DHP
4799,4699,WESTMOUNT,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,6,DHP
316,4454,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,,DHP
7074,605,CLARKE,ARBRE,ACER PLATANOIDES,2,25-25,DHP MULTIPLE
222,0,PARC WESTMOUNT,ARBRE,ACER RUBRUM,1,2,DHP
2603,372,KITCHENER,ARBRE,MALUS SP.,1,,DHP
895,0,ATWATER,ARBRE,ACER SACCHARINUM,1,,DHP
4842,629,VICTORIA,ARBRE,ACER PLATANOIDES,1,37,DHP
1397,4815,DE MAISONNEUVE,ARBRE,QUERCUS ALBA,1,,DHP
3852,22,WINDSOR,ARBRE,MALUS SP.,1,,DHP
1149,54,BRUCE,ARBRE,ACER PLATANOIDES,1,,DHP
567,77,CHESTERFIELD,ARBRE,CORYLUS COLURNA,1,5,DHP
722,0,PARC SELBY,DESACTIVÉ,,0,,DHP
3581,4346,WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,18.000000,DHP
4153,3180,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,,DHP
2367,320,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
2688,0,PARC WESTMOUNT,ARBRE,PINUS SYLVESTRIS,1,,DHP
2373,323,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
4746,434,VICTORIA,ARBRE,PICEA PUNGENS,1,,DHP
398,4750,THE BOULEVARD,ARBRE,ACER X FREEMANIIAB,1,,DHP
2043,4624,SHERBROOKE,ARBRE,TILIA AMERICANA,1,,DHP
2429,310,CLARKE,ARBRE,ACER SACCHARUM,1,,DHP
6049,615,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,53.000000,DHP
2922,110,AVENUE HILLSIDE,ARBRE,ACER PLATANOIDES,1,,DHP
6240,34,SUNNYSIDE,ARBRE,QUERCUS RUBRA,1,55,DHP
3251,4333,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4853,605,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,17.000000,DHP
5161,740,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,29,DHP
6383,111,CROISSANT SUMMIT,ARBRE,ACER PLATANOIDES,1,69,DHP
944,78,BRUCE,ARBRE,ACER PLATANOIDES,1,55,DHP
7013,21,GORDON,ARBRE,AESCULUS HIPPOCASTANUM,3,50-45-40,DHP MULTIPLE
4542,569,VICTORIA,ARBRE,ACER SACCHARINUM,1,54,DHP
2246,0,PARC WESTMOUNT,ARBRE,AESCULUS X CARNEA,1,,DHP
1152,0,PARC DORCHESTER-CLARKE,ARBRE,PICEA GLAUCA,1,,DHP
5116,106,SUNNYSIDE,ARBRE,TILIA AMERICANA,1,60,DHP
4771,522,GROSVENOR,ARBRE,ACER PLATANOIDES,1,30,DHP
5206,761,UPPER-LANSDOWNE,ARBRE,THUJA OCCIDENTALIS,2,15-6,DHP MULTIPLE
5657,509,ARGYLE,ARBRE,ACER PLATANOIDESCO,1,,DHP
360,0,DORCHESTER,ARBRE,ACER X FREEMANII,1,,DHP
931,71,BRUCE,ARBRE,QUERCUS BICOLOR,1,,DHP
2944,151,AVENUE HILLSIDE,ARBRE,ACER PLATANOIDES,1,,DHP
5223,811,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,71.000000,DHP
6309,0,EDGEHILL,DESACTIVÉ,,1,,DHP
2310,332, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
802,55,CLANDEBOYE,ARBRE,ULMUS AMERICANA,1,,DHP
2436,389,CLARKE,ARBRE,ACER SACCHARINUM,1,,DHP
5320,44,OAKLAND,ARBRE,ACER SACCHARINUM,1,37,DHP
4267,430,WOOD,ARBRE,GINKGO BILOBA,1,,DHP
2210,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
1970,0,PARC WESTMOUNT,ARBRE,QUERCUS MACROCARPA,1,,DHP
452,651,LANSDOWNE,ARBRE,QUERCUS MACROCARPA,1,6,DHP
6303,217,EDGEHILL,ARBRE,PINUS STROBUS,1,5.000000,DHP
1206,0,PARC WESTMOUNT,DISPONIBLE,,0,25,DHS
3056,4300,DE MAISONNEUVE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
634,39,CHESTERFIELD,DESACTIVÉ,,0,,DHP
2615,0,KITCHENER,ARBRE,ACER NEGUNDO,1,,DHP
195,3225,THE BOULEVARD,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,0,19,DHP
643,71,STAYNER,ARBRE,ACER SACCHARINUM,1,,DHP
7126,0,EDGEHILL,ARBRE,PICEA PUNGENS,1,8,DHP
4139,521,CLARKE,ARBRE,ACER SACCHARINUM,1,,DHP
3518,0,PARC KING GEORGE,ARBRE,AESCULUS HIPPOCASTANUM,1,,DHP
4042,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
6952,50,SUNNYSIDE,ARBRE,MALUS SP.,1,5,DHP
6810,0,SAINTE-CATHERINE,ARBRE,FRAXINUS PENNSYLVANICA,1,33,DHP
1208,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,3,,DHP
820,29,PROSPECT,ARBRE,ULMUS AMERICANA,1,,DHP
3915,620,SYDENHAM,DISPONIBLE,,0,,DHP
2525,4475,DE MAISONNEUVE,ARBRE,QUERCUS ALBA,1,,DHP
4469,0,PARC KING GEORGE,ARBRE,TAXUS SP.,1,,DHP
6961,72,CERCLE SUMMIT,ARBRE,GINKGO BILOBA,1,8,DHP
2553,343, METCALFE,ARBRE,ACER RUBRUM,1,,DHP
5279,640,ARGYLE,ARBRE,PRUNUS SP.,1,16,DHP
4124,4309,MONTROSE,DISPONIBLE,,0,,DHP
4896,659,GROSVENOR,ARBRE,ACER SACCHARINUM,1,,DHP
5923,427,LANSDOWNE,ARBRE,GINKGO BILOBA,1,7.000000,DHP
4334,76,HOLTON,ARBRE,,2,,DHP
6013,533,GROSVENOR,ARBRE,SYRINGA RETICULATA,1,31,DHP
6388,40,JARDIN SURREY,ARBRE,FRAXINUS PENNSYLVANICA,1,,DHP
691,448,CLAREMONT,ARBRE,ACER SACCHARUM,1,47,DHP
3672,604,BELMONT,DISPONIBLE,,0,,DHP
6198,4377,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
1742,295,VICTORIA,ARBRE,SYRINGA RETICULATA,1,5,DHP
5743,5,MURRAY,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
5302,23,OAKLAND,ARBRE,ACER PLATANOIDESRR,1,47,DHP
1373,349,LANSDOWNE,ARBRE,ACER SACCHARINUM,1,,DHP
1760,376,VICTORIA,SOUCHE,,0,,DHS
4209,41,BARAT,ARBRE,ACER SACCHARINUM,1,,DHP
152,4115,SHERBROOKE,ARBRE,ULMUS X 'MORTON' ACCOLADE™,1,6,DHP
2412,375,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
5004,4699,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,35,DHP
1553,0,PARC WESTMOUNT,ARBRE,ACER TATARICUM,1,,DHP
3209,196,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,,DHP
2623,0,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
3327,0,PARC KING GEORGE,ARBRE,QUERCUS ROBURFA,1,,DHP
3301,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
3494,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
6499,554,ROSLYN,DESACTIVÉ,,1,,DHP
5401,800,LEXINGTON,ARBRE,ACER PLATANOIDES,1,62,DHP
2418,375,KITCHENER,ARBRE,CATALPA X ERUBESCENS 'PURPUREA',1,7,DHP
1097,0,PROSPECT,ARBRE,,1,,DHP
3298,521,CLAREMONT,ARBRE,GYMNOCLADUS DIOICUS,1,6.000000,DHP
6768,0,,ARBRE,PYRUS COMMUNISSA,1,,DHP
1255,0,PARC WESTMOUNT,DISPONIBLE,AMELAEAGNUS ANGUSTIFOLIACHIER LAEVIS,0,30,DHS
7103,0,CERCLE SUMMIT,ARBRE,PICEA PUNGENS,1,14,DHP
5327,30,OAKLAND,ARBRE,ACER PLATANOIDES,1,72,DHP
2984,119,BLENHEIM,SOUCHE,,0,30,DHS
5072,85,SUNNYSIDE,ARBRE,ACER SACCHARINUM,1,123,DHP
4856,595,VICTORIA,,,1,95,DHS
1352,50,ACADEMY,ARBRE,ACER PLATANOIDES,1,,DHP
2540,4574,SHERBROOKE,ARBRE,MALUS SP.,1,,DHP
2590,360,REDFERN,ARBRE,FRAXINUS PENNSYLVANICA,1,,DHP
4912,628,ROSLYN,ARBRE,MALUS SP.,1,27,DHP
92,521,VICTORIA,ARBRE,ULMUS X 'MORTON' ACCOLADE™,1,18,DHP
6857,4915,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
6082,627,BELMONT,SOUCHE,,0,80,DHP
5652,493,ARGYLE,DISPONIBLE,,1,40,DHS
1623,0,PARC WESTMOUNT,ARBRE,PINUS SYLVESTRIS,1,,DHP
2963,133,IRVINE,ARBRE,ACER PLATANOIDES,1,,DHP
6068,648,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
6479,807,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,25,DHP
581,765,UPPER-LANSDOWNE,ARBRE,CATALPA SPECIOSA,1,13,DHP
6903,612,VICTORIA,ARBRE,ACER SACCHARUM,1,42,DHP
5892,78,ARLINGTON,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4018,536,CLARKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1469,385,GROSVENOR,ARBRE,ULMUS PROPINQUA 'JFS-BIEBERICH' EMERALD SUNSHINE®,1,11,DHP
5371,78,CROISSANT SUMMIT,ARBRE,ABIES BALSAMEA,1,9,DHP
0,0,,,,0,,
1847,3,BURTON,ARBRE,ACER PLATANOIDES,1,49,DHP
5180,790,UPPER-LANSDOWNE,DESACTIVÉ,,0,,DHP
302,235,MELVILLE,ARBRE,ACER PLATANOIDES,1,42,DHP
84,4333,SHERBROOKE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,6,DHP
4646,4873,NOTRE-DAME-DE-GRÂCE,ARBRE,ACER SACCHARINUM,1,,DHP
3155,107,LEWIS,ARBRE,PICEA PUNGENS,1,,DHP
478,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
6456,719,UPPER-BELMONT,ARBRE,ACER PLATANOIDESCK,1,84,DHP
4540,563,VICTORIA,ARBRE,ACER X FREEMANIIAB,1,4,DHP
912,0,COLUMBIA,ARBRE,TILIA CORDATA,1,,DHP
4911,638,ROSLYN,ARBRE,ACER PLATANOIDES,1,33,DHP
2827,4300,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
1682,379,ROSLYN,ARBRE,ACER PLATANOIDES,1,,DHP
4793,621,VICTORIA,ARBRE,CATALPA SPECIOSA,1,11.000000,DHP
5676,4380,MONTROSE,ARBRE,PICEA PUNGENS,1,,DHP
3516,0,PARC KING GEORGE,ARBRE,ACER RUBRUM,1,,DHP
2597,320,REDFERN,ARBRE,ACER X FREEMANIIAB,1,,DHP
1813,4924,SHERBROOKE,SOUCHE,,0,25,DHS
4376,48,DE LAVIGNE,ARBRE,ACER PLATANOIDESCK,1,,DHP
5839,426,STRATHCONA,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
4234,19,BARAT,ARBRE,PICEA PUNGENS,1,,DHP
1124,4164,DORCHESTER,DESACTIVÉ,,0,,DHP
4902,682,ROSLYN,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,4,DHP
1240,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
6467,755,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,64,DHP
4307,478,CÔTE-SAINT-ANTOINE,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
1423,376,ROSLYN,ARBRE,ACER SACCHARINUM,1,,DHP
6618,517,LANSDOWNE,DESACTIVÉ,,1,,DHP
6455,724,UPPER-BELMONT,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,28,DHP
6351,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,33,DHP
5127,724,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,89,DHP
91,532,CLARKE,ARBRE,CARPINUS CAROLINIANA,1,9,DHP
2821,4300,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
7142,20,CROISSANT SUMMIT,ARBRE,TILIA CORDATA,1,16,DHP
520,15,DE CASSON,ARBRE,ACER SACCHARINUM,1,,DHP
1325,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5003,4699,WESTMOUNT,ARBRE,CORYLUS COLURNA,1,6,DHP
6950,171,EDGEHILL,ARBRE,PICEA PUNGENS,1,10,DHP
3725,495,CLAREMONT,ARBRE,QUERCUS PALUSTRIS,1,5,DHP
3599,64,CROISSANT FORDEN,ARBRE,ACER SACCHARINUM,1,72.000000,DHP
4381,57,DE LAVIGNE,ARBRE,ACER RUBRUM,1,,DHP
494,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
2317,365, METCALFE,ARBRE,ACER SACCHARINUM,1,,DHP
1979,0,PARC WESTMOUNT,ARBRE,GINKGO BILOBA,1,,DHP
1192,0,PARC WESTMOUNT,DISPONIBLE,,0,15,DHS
1721,0,SAINTE-CATHERINE,ARBRE,TILIA CORDATA,1,,DHP
6349,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,29,DHP
5936,400,LANSDOWNE,ARBRE,TILIA CORDATAGR,1,,DHP
475,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
830,0,PROSPECT,ARBRE,ACER PLATANOIDES,1,,DHP
3955,115,ABERDEEN,ARBRE,ACER SACCHARINUM,1,,DHP
881,0,PARC DORCHESTER-CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
489,0,JARDIN D'ENFANTBRUCE,DESACTIVÉ,,0,,DHP
5601,4318,MONTROSE,ARBRE,ACER PLATANOIDES,1,49.000000,DHP
1015,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
472,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
6993,24,CROISSANT SUMMIT,ARBRE,PICEA PUNGENS,0,5,DHP
2376,345,REDFERN,ARBRE,GYMNOCLADUS DIOICUS,1,7.000000,DHP
5864,121,ARLINGTON,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4120,4293,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
4512,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
1487,4824,SHERBROOKE,SOUCHE,,0,12,DHS
2767,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
2573,338,KENSINGTON,ARBRE,FRAXINUS AMERICANA,1,61.5,DHP
1125,4170,DORCHESTER,DESACTIVÉ,,0,,DHP
4999,4699,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,72,DHP
5966,545,ROSLYN,ARBRE,CERCIDIPHYLUM JAPONICUM,1,2,DHP
6214,0,EDGEHILL,ARBRE,PSEUDOTSUGA MENZIESII,1,18,DHP
7023,0,CERCLE SUMMIT,,,2,59-42,DHP MULTIPLE
6764,0,SELBY,ARBRE,ACER NEGUNDO,3,90.000000,DHP
4764,470,CÔTE-SAINT-ANTOINE,ARBRE,MALUS SP.,1,10,DHP
1953,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,5,,DHP
2304,4464,SHERBROOKE,ARBRE,ACER X FREEMANIIAB,1,,DHP
4007,523,ARGYLE,ARBRE,ACER SACCHARINUM,1,,DHP
1830,61,SOMERVILLE,ARBRE,ACER PLATANOIDES,1,84,DHP
6840,4250,DORCHESTER,ARBRE,GINKGO BILOBAPS,1,,DHP
3350,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,2,27-19,DHP
6189,642,CARLETON,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4191,0,JARDIN QUEEN ELIZABETH,ARBRE,ACER PLATANOIDESCK,1,,DHP
2268,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
5465,57,CROISSANT ROSEMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
1793,213,PRINCE-ALBERT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,23,DHP
3010,215,REDFERN,ARBRE,GYMNOCLADUS DIOICUS,1,6.000000,DHP
4040,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
3339,0,PARC KING GEORGE,ARBRE,PINUS SYLVESTRIS,1,,DHP
4199,0,JARDIN QUEEN ELIZABETH,ARBRE,SALIX SP.,1,,DHP
2749,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,10,,DHP
6115,618,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
34,40,CHURCH HILL,ARBRE,TILIA CORDATA,1,,DHP
61,542,CÔTE-SAINT-ANTOINE,ARBRE,ULMUS X 'MORTON' ACCOLADE™,1,16,DHP
1187,0,PARC WESTMOUNT,DISPONIBLE,ACER SP.,0,,DHP
5065,94,SUNNYSIDE,ARBRE,BETULA POPULIFOLIA,2,10-9,DHP
1133,83,COLUMBIA,ARBRE,PINUS BANKSIANA,0,,DHP
5132,11,BELFRAGE,ARBRE,,1,26,DHP
3322,0,PARC KING GEORGE,ARBRE,QUERCUS ROBURFA,1,,DHP
945,0,PARC DORCHESTER-CLARKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS SHADEMASTER®,1,,DHP
3299,495,CLAREMONT,ARBRE,ULMUS AMERICANANH,1,9,DHP
4166,4101,SHERBROOKE,ARBRE,PICEA PUNGENS,1,,DHP
2230,0,PARC WESTMOUNT,ARBRE,ACER SACCHARUM,1,,DHP
3324,0,PARC KING GEORGE,ARBRE,QUERCUS ROBURFA,1,,DHP
3991,4344,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
5324,38,OAKLAND,ARBRE,PICEA PUNGENSGL,1,20,DHP
5344,32,SHORNCLIFFE,ARBRE,QUERCUS RUBRA,1,18,DHP
1381,4646,SHERBROOKE,ARBRE,QUERCUS ALBA,1,,DHP
5483,465,MOUNTAIN,ARBRE,GYMNOCLADUS DIOICUS,1,,DHP
6554,2,PARC GROVE,DESACTIVÉ,,0,,DHP
689,4361,MONTROSE,ARBRE,ACER SACCHARINUM,1,79,DHP
3310,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
5536,476,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,64.000000,DHP
3885,531,PRINCE-ALBERT,ARBRE,ACER RUBRUM,1,20,DHP
5283,609,CLARKE,ARBRE,ACER PLATANOIDES,1,34,DHP
1323,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2747,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
4466,0,PARC KING GEORGE,ARBRE,JUGLANS NIGRAPERUS CHINENSIS,1,,DHP
1512,21,YORK,ARBRE,ACER PLATANOIDES,1,60,DHP
3576,36,ABERDEEN,ARBRE,ACER SACCHARINUM,1,87.000000,DHP
822,0,DORCHESTER,ARBRE,ACER PLATANOIDES,1,,DHP
161,0,PARC KING GEORGE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
6138,11,DOUGLAS,ARBRE,ACER PLATANOIDES,1,,DHP
3496,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
6776,0,CLARKE,ARBRE,GINKGO BILOBA,1,1,DHP
2462,338,ELM,ARBRE,ACER SACCHARINUM,1,,DHP
2499,4505,SAINTE-CATHERINE,ARBRE,ACER PLATANOIDES,1,,DHP
2606,356,KITCHENER,ARBRE,MALUS SP.,3,,DHP
40,4455,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
4390,0,PARC KING GEORGE,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,,DHP
5279,640,ARGYLE,ARBRE,PRUNUS SP.,1,16,DHP
612,445,ELM,ARBRE,FAGUS SYLVATICA 'DAWYCK PURPLE',1,,DHP
3916,618,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
2660,1385,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4041,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
4136,3290,CEDAR,ARBRE,ACER PLATANOIDES,1,,DHP
5801,447,STRATHCONA,ARBRE,ACER PLATANOIDES,1,,DHP
5671,85,CHURCH HILL,ARBRE,ACER PLATANOIDES,1,47,DHP
5651,35,THORNHILL,ARBRE,ACER RUBRUM,1,,DHP
668,0,PARC STAYNER,ARBRE,QUERCUS ROBUR,1,,DHP
1304,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
3746,4831,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,11,DHP
5185,804,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,22,DHP
4447,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
2965,106,IRVINE,ARBRE,ACER SACCHARINUM,1,,DHP
4950,596,LANSDOWNE,ARBRE,QUERCUS RUBRA,1,,DHP
677,0,CARRÉ PRINCE-ALBERT,SOUCHE,,0,,DHP
2086,317,CLAREMONT,ARBRE,ACER PLATANOIDESCO,1,27,DHP
516,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
4868,640,GROSVENOR,ARBRE,ACER RUBRUM,1,27,DHP
5998,470,ROSLYN,ARBRE,ACER PLATANOIDESCK,1,20,DHP
165,37,PROSPECT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4935,4000,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,,DHP
1857,4951,DE MAISONNEUVE,ARBRE,ROBINIA PSEUDOACACIA,1,62,DHP
6324,2,CROISSANT SUMMIT,DISPONIBLE,,0,,DHP
3984,15,ABERDEEN,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
15,23,BURTON,ARBRE,ACER SACCHARINUM,1,,DHP
1345,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
2879,258,OLIVIER,ARBRE,ACER PLATANOIDES,1,,DHP
2305,4458,SHERBROOKE,ARBRE,ACER X FREEMANIIAB,1,,DHP
2517,269,MELVILLE,ARBRE,ACER SACCHARUM,1,70.000000,DHP
2733,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
5686,490,ARGYLE,DISPONIBLE,,0,,DHP
3922,68,ABERDEEN,ARBRE,ACER PLATANOIDES,1,41.000000,DHP
3395,0,PARC KING GEORGE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
