"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"4203","Loyola",2,"Private","Inst","I","I1002","CG","CGPU","CGPU","Crataegus Punctata","Dotted Hawthorn",34.5,"Y","Y","USDA/TC/NRC/ http://www.efloras.org/object_page.aspx?object_id=126879&flora_id=1 / https://www.wildflower.org/plants/result.php?id_plant=CRPU","Refer to websites in Origin Source column: found in Quebec and Ontario therefore deemed native to the saint-Laurence Lowlands (KP)"
"4204","Loyola",2,"Private","Inst","I","I1002","CG","CGPU","CGPU","Crataegus Punctata","Dotted Hawthorn",23,"Y","Y","USDA/TC/NRC/ http://www.efloras.org/object_page.aspx?object_id=126879&flora_id=1 / https://www.wildflower.org/plants/result.php?id_plant=CRPU","Refer to websites in Origin Source column: found in Quebec and Ontario therefore deemed native to the saint-Laurence Lowlands (KP)"
"4205","Loyola",2,"Private","Inst","I","I1002","CG","CGPU","CGPU","Crataegus Punctata","Dotted Hawthorn",50.3,"Y","Y","USDA/TC/NRC/ http://www.efloras.org/object_page.aspx?object_id=126879&flora_id=1 / https://www.wildflower.org/plants/result.php?id_plant=CRPU","Refer to websites in Origin Source column: found in Quebec and Ontario therefore deemed native to the saint-Laurence Lowlands (KP)"
"4206","Loyola",2,"Public","Row","S","S1059","CG","CGPU","CGPU","Crataegus puncata","Dotted Hawthorn",32.5,"Y","Y","USDA/TC/NRC/ http://www.efloras.org/object_page.aspx?object_id=126879&flora_id=1 / https://www.wildflower.org/plants/result.php?id_plant=CRPU","Refer to websites in Origin Source column: found in Quebec and Ontario therefore deemed native to the saint-Laurence Lowlands (KP)"
"4207","Loyola",2,"Private","Private","Y","Y1013","CH","CHNO","CHNO","Chamaecyparis Nootkatensis","Yellow/Alaska Cedar",12.1,"N","N","USDA/LM/Mortens","Synomyn: Callitropsis nootkatensis"
"4208","Loyola",2,"Private","Private","Y","Y1081","CH","CHNO","CHNO","Chamaecyparis Nootkatensis","Yellow/Alaska Cedar",11.6,"N","N","USDA/LM/Mortens","Synomyn: Callitropsis nootkatensis"
"4209","Loyola",2,"Private","Private","Y","Y1081","CH","CHPI","CHPI","Chamaecyparis Pisifera","Sawara Cypress",4.4,"N","N","Missouri Botanical Garden",""
"4210","Loyola",2,"Public","Park","P","P1004","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",12.7,"N","N","USDA/TC/Mortens",""
"4211","Loyola",2,"Public","Park","P","P1004","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",13.8,"N","N","USDA/TC/Mortens",""
"4212","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",4.9,"N","N","USDA/TC/Mortens",""
"4213","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",5.2,"N","N","USDA/TC/Mortens",""
"4214","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",7.7,"N","N","USDA/TC/Mortens",""
"4215","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",7.9,"N","N","USDA/TC/Mortens",""
"4216","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",8.5,"N","N","USDA/TC/Mortens",""
"4217","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",8.7,"N","N","USDA/TC/Mortens",""
"4218","Loyola",2,"Public","Park","P","P1005","CO","COCO","COCO","Corylus Colurna","Turkish Filbert",8.9,"N","N","USDA/TC/Mortens",""
"4219","Loyola",2,"Private","Private","Y","Y1070","CN","CNFL","CNFL","Cornus Florida","Flowering dogwood",4.8,"N","Y","USDA/TC",""
"4220","Loyola",2,"Private","Private","Y","Y1085","CN","CNFL","CNFL","Cornus Florida","Flowering dogwood",10.1,"N","Y","USDA/TC",""
"4221","Loyola",2,"Private","Inst","I","I1005","CN","CNRU","CNRU","Cornus Rugosa","Roundleaf dogwood",30.3,"Y","Y","USDA/LM",""
"4222","Loyola",2,"Private","Private","Y","Y1013","CT","CTCO","CTCO","Cotinus Coggygria",NA,20.6,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4223","Loyola",2,"Private","Private","Y","Y1019","CT","CTCO","CTCO","Cotinus Coggygria",NA,19.8,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4224","Loyola",2,"Private","Private","Y","Y1024","CT","CTCO","CTCO","Cotinus ""Royal Purple""",NA,5.1,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4225","Loyola",2,"Private","Private","Y","Y1054","CT","CTCO","CTCO","Cotinus Coggygria",NA,23.6,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4226","Loyola",2,"Private","Private","Y","Y1054","CT","CTCO","CTCO","Cotinus Coggygria",NA,18.4,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4227","Loyola",2,"Private","Private","Y","Y1066","CT","CTCO","CTCO","Cotinus Coggygria",NA,40.2,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4228","Loyola",2,"Private","Private","Y","Y1069","CT","CTCO","CTCO","Cotinus Coggygria",NA,8.2,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4229","Loyola",2,"Private","Private","Y","Y1072","CT","CTCO","CTCO","Cotinus Coggygria",NA,18.5,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4230","Loyola",2,"Private","Private","Y","Y1081","CT","CTCO","CTCO","Cotinus Coggygria",NA,30,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4231","Loyola",2,"Private","Private","Y","Y1083","CT","CTCO","CTCO","Cotinus Coggygria",NA,28.5,"N","N","https://plants.ces.ncsu.edu/plants/cotinus-coggygria/",NA
"4232","Loyola",2,"Public","Park","P","P1001","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",18.1,"N","Y","USDA/TC/LM",""
"4233","Loyola",2,"Public","Park","P","P1002","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",16.5,"N","Y","USDA/TC/LM",""
"4234","Loyola",2,"Public","Park","P","P1002","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",21.8,"N","Y","USDA/TC/LM",""
"4235","Loyola",2,"Public","Park","P","P1002","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",24.4,"N","Y","USDA/TC/LM",""
"4236","Loyola",2,"Public","Park","P","P1005","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",19.8,"N","Y","USDA/TC/LM",""
"4237","Loyola",2,"Private","Inst","I","I1006","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",6.1,"N","Y","USDA/TC/LM",""
"4238","Loyola",2,"Public","Row","S","S1045","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",56.7,"N","Y","USDA/TC/LM",""
"4239","Loyola",2,"Public","Row","S","S1046","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",78,"N","Y","USDA/TC/LM",""
"4240","Loyola",2,"Public","Row","S","S1057","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",12.5,"N","Y","USDA/TC/LM",""
"4241","Loyola",2,"Public","Row","S","S1064","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",7.5,"N","Y","USDA/TC/LM",""
"4242","Loyola",2,"Public","Row","S","S1084","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",8.3,"N","Y","USDA/TC/LM",""
"4243","Loyola",2,"Public","Row","S","S1106","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",7.6,"N","Y","USDA/TC/LM",""
"4244","Loyola",2,"Private","Private","Y","Y1075","CT","CTSP","CTSP","Catalpa Speciosa","Western Catalpa",32.5,"N","Y","USDA/TC/LM",""
"4245","Loyola",2,"Public","Park","P","P1001","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",56.3,"N","N","USDA/TC",""
"4246","Loyola",2,"Private","Inst","I","I1016","EU","EUAL","EUAL","Euonymus Alatus","Burning Bush",11.4,"N","N","USDA/TC",""
"4247","Loyola",2,"Private","Inst","I","I1016","EU","EUAL","EUAL","Euonymus Alatus","Burning Bush",12.5,"N","N","USDA/TC",""
"4248","Loyola",2,"Private","Inst","I","I1016","EU","EUAL","EUAL","Euonymus Alatus","Burning Bush",18.6,"N","N","USDA/TC",""
"4249","Loyola",2,"Private","Inst","I","I1006","EU","EUAL","EUAL","Euonymus Alatus","Burning Bush",17.3,"N","N","USDA/TC",""
"4250","Loyola",2,"Private","Private","Y","Y1020","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",31.3,"N","N","USDA/TC",""
"4251","Loyola",2,"Private","Private","Y","Y1035","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",8.5,"N","N","USDA/TC",""
"4252","Loyola",2,"Private","Private","Y","Y1054","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",11.3,"N","N","USDA/TC",""
"4253","Loyola",2,"Private","Private","Y","Y1054","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",32.3,"N","N","USDA/TC",""
"4254","Loyola",2,"Private","Private","Y","Y1061","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",14.6,"N","N","USDA/TC",""
"4255","Loyola",2,"Private","Private","Y","Y1061","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",15.6,"N","N","USDA/TC",""
"4256","Loyola",2,"Private","Private","Y","Y1065","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",15.2,"N","N","USDA/TC",""
"4257","Loyola",2,"Private","Private","Y","Y1072","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",21.5,"N","N","USDA/TC",""
"4258","Loyola",2,"Private","Private","Y","Y1072","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",22.4,"N","N","USDA/TC",""
"4259","Loyola",2,"Private","Private","Y","Y1073","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",4.8,"N","N","USDA/TC",""
"4260","Loyola",2,"Private","Private","Y","Y1081","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",19.5,"N","N","USDA/TC",""
"4261","Loyola",2,"Private","Private","Y","Y1081","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",21.4,"N","N","USDA/TC",""
"4262","Loyola",2,"Private","Private","Y","Y1082","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",19.8,"N","N","USDA/TC",""
"4263","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",18.2,"N","N","USDA/TC",""
"4264","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",11.1,"N","N","USDA/TC",""
"4265","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",19,"N","N","USDA/TC",""
"4266","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",15.8,"N","N","USDA/TC",""
"4267","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",21,"N","N","USDA/TC",""
"4268","Loyola",2,"Private","Private","Y","Y1083","EU","EUAL","EUAL","Euonymous Alatus","Burning Bush",26.7,"N","N","USDA/TC",""
"4269","Loyola",2,"Private","Private","Y","Y1005","EU","EUAT","EUAT","Euonymus Atropurpureus","Burning bush",16.4,"N","Y","USDA/TC/LM",""
"4270","Loyola",2,"Private","Private","Y","Y1083","EU","EUAT","EUAT","Euonymus Atropurpureus","Burning bush",14,"N","Y","USDA/TC/LM",""
"4271","Loyola",2,"Private","Private","Y","Y1083","EU","EUAT","EUAT","Euonymus Atropurpureus","Burning bush",15.2,"N","Y","USDA/TC/LM",""
"4272","Loyola",2,"Private","Private","Y","Y1088","EU","EUAT","EUAT","Euonymus Atropurpureus","Burning bush",9.9,"N","Y","USDA/TC/LM",""
"4273","Loyola",2,"Private","Inst","I","I1003","EU","EUEU","EUEU","Euonymus Europaeus","",4.7,"","","",""
"4274","Loyola",2,"Private","Private","Y","Y1054","FA","FAGR","FAGR","Fagus Grandifolia","American Beech",83.8,"Y","Y","USDA/TC/LM",""
"4275","Loyola",2,"Public","Row","S","S1035","FA","FASY","FASY","Fagus sylvatica","European Beech",5.4,"N","N","USDA/TC/Mortens",""
"4276","Loyola",2,"Public","Row","S","S1094","FA","FASY","FASY","Fagus sylvatica","European Beech",4.7,"N","N","USDA/TC/Mortens",""
"4277","Loyola",2,"Private","Private","Y","Y1055","FA","FASY","FASY","Fagus Sylvatica","European Beech",22,"N","N","USDA/TC/Mortens",""
"4278","Loyola",2,"Public","Row","S","S1060","FA","FASY","FASYRI","Fagus sylvatica Riversii","European Beech",6.7,"N","N","USDA/TC/Mortens",""
"4279","Loyola",2,"Public","Park","P","P1001","FR","FRAM","FRAM","Fraxinus Americana","White Ash",47,"Y","Y","USDA/TC/LM",""
"4280","Loyola",2,"Public","Park","P","P1001","FR","FRAM","FRAM","Fraxinus Americana","White Ash",58,"Y","Y","USDA/TC/LM",""
"4281","Loyola",2,"Public","Park","P","P1002","FR","FRAM","FRAM","Fraxinus Americana","White Ash",20.2,"Y","Y","USDA/TC/LM",""
"4282","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",22.4,"Y","Y","USDA/TC/LM",""
"4283","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",23,"Y","Y","USDA/TC/LM",""
"4284","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",23.6,"Y","Y","USDA/TC/LM",""
"4285","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",24.2,"Y","Y","USDA/TC/LM",""
"4286","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",30.2,"Y","Y","USDA/TC/LM",""
"4287","Loyola",2,"Public","Park","P","P1005","FR","FRAM","FRAM","Fraxinus Americana","White Ash",71,"Y","Y","USDA/TC/LM",""
"4288","Loyola",2,"Private","Inst","I","I1016","FR","FRAM","FRAM","Fraxinus Americana","White Ash",7.4,"Y","Y","USDA/TC/LM",""
"4289","Loyola",2,"Private","Inst","I","I1016","FR","FRAM","FRAM","Fraxinus Americana","White Ash",13.7,"Y","Y","USDA/TC/LM",""
"4290","Loyola",2,"Private","Inst","I","I1016","FR","FRAM","FRAM","Fraxinus Americana","White Ash",15.1,"Y","Y","USDA/TC/LM",""
"4291","Loyola",2,"Private","Inst","I","I1016","FR","FRAM","FRAM","Fraxinus Americana","White Ash",14.5,"Y","Y","USDA/TC/LM",""
"4292","Loyola",2,"Public","Row","S","S1013","FR","FRAM","FRAM","Fraxinus americana 'Skyline'","White Ash",22,"Y","Y","USDA/TC/LM",""
"4293","Loyola",2,"Public","Row","S","S1030","FR","FRAM","FRAM","Fraxinus americana 'Kleinberg'","White Ash",36.1,"Y","Y","USDA/TC/LM",""
"4294","Loyola",2,"Public","Row","S","S1034","FR","FRAM","FRAM","Fraxinus americana","White Ash",38.8,"Y","Y","USDA/TC/LM",""
"4295","Loyola",2,"Public","Row","S","S1060","FR","FRAM","FRAM","Fraxinus americana 'Autumn Purple'","White Ash",46,"Y","Y","USDA/TC/LM",""
"4296","Loyola",2,"Public","Row","S","S1085","FR","FRAM","FRAM","Fraxinus americana","White Ash",43.7,"Y","Y","USDA/TC/LM",""
"4297","Loyola",2,"Public","Row","S","S1085","FR","FRAM","FRAM","Fraxinus americana","White Ash",40.3,"Y","Y","USDA/TC/LM",""
"4298","Loyola",2,"Public","Row","S","S1089","FR","FRAM","FRAM","Fraxinus americana","White Ash",43.1,"Y","Y","USDA/TC/LM",""
"4299","Loyola",2,"Private","Private","Y","Y1028","FR","FRAM","FRAM","Fraxinus Americana","White Ash",62.1,"Y","Y","USDA/TC/LM",""
"4300","Loyola",2,"Private","Private","Y","Y1040","FR","FRAM","FRAM","Fraxinus Americana","White Ash",60.4,"Y","Y","USDA/TC/LM",""
"4301","Loyola",2,"Private","Private","Y","Y1088","FR","FRAM","FRAM","Fraxinus Americana","White Ash",27.5,"Y","Y","USDA/TC/LM",""
"4302","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",9,"Y","Y","USDA/TC/Mortens/LM",""
"4303","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",9,"Y","Y","USDA/TC/Mortens/LM",""
"4304","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",43.3,"Y","Y","USDA/TC/Mortens/LM",""
"4305","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",49.9,"Y","Y","USDA/TC/Mortens/LM",""
"4306","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",53.9,"Y","Y","USDA/TC/Mortens/LM",""
"4307","Loyola",2,"Public","Park","P","P1002","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",64.6,"Y","Y","USDA/TC/Mortens/LM",""
"4308","Loyola",2,"Public","Park","P","P1004","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",39.4,"Y","Y","USDA/TC/Mortens/LM",""
"4309","Loyola",2,"Public","Park","P","P1004","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",29.5,"Y","Y","USDA/TC/Mortens/LM",""
"4310","Loyola",2,"Public","Park","P","P1004","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",48.8,"Y","Y","USDA/TC/Mortens/LM",""
"4311","Loyola",2,"Public","Park","P","P1004","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",39.5,"Y","Y","USDA/TC/Mortens/LM",""
"4312","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",15.9,"Y","Y","USDA/TC/Mortens/LM",""
"4313","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",20.8,"Y","Y","USDA/TC/Mortens/LM",""
"4314","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",21.9,"Y","Y","USDA/TC/Mortens/LM",""
"4315","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",25.9,"Y","Y","USDA/TC/Mortens/LM",""
"4316","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",29.7,"Y","Y","USDA/TC/Mortens/LM",""
"4317","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",31.1,"Y","Y","USDA/TC/Mortens/LM",""
"4318","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",32.4,"Y","Y","USDA/TC/Mortens/LM",""
"4319","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",32.9,"Y","Y","USDA/TC/Mortens/LM",""
"4320","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",33.3,"Y","Y","USDA/TC/Mortens/LM",""
"4321","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",33.6,"Y","Y","USDA/TC/Mortens/LM",""
"4322","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",33.7,"Y","Y","USDA/TC/Mortens/LM",""
"4323","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",33.8,"Y","Y","USDA/TC/Mortens/LM",""
"4324","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",34,"Y","Y","USDA/TC/Mortens/LM",""
"4325","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",34.2,"Y","Y","USDA/TC/Mortens/LM",""
"4326","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",34.3,"Y","Y","USDA/TC/Mortens/LM",""
"4327","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",34.7,"Y","Y","USDA/TC/Mortens/LM",""
"4328","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",36.2,"Y","Y","USDA/TC/Mortens/LM",""
"4329","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",37.3,"Y","Y","USDA/TC/Mortens/LM",""
"4330","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",38.5,"Y","Y","USDA/TC/Mortens/LM",""
"4331","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",38.7,"Y","Y","USDA/TC/Mortens/LM",""
"4332","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",43.2,"Y","Y","USDA/TC/Mortens/LM",""
"4333","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",65.2,"Y","Y","USDA/TC/Mortens/LM",""
"4334","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",76,"Y","Y","USDA/TC/Mortens/LM",""
"4335","Loyola",2,"Public","Park","P","P1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",78.4,"Y","Y","USDA/TC/Mortens/LM",""
"4336","Loyola",2,"Public","Park","P","P1003","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",58.4,"Y","Y","USDA/TC/Mortens/LM",""
"4337","Loyola",2,"Private","Inst","I","I1013","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",32.2,"Y","Y","USDA/TC/Mortens/LM",""
"4338","Loyola",2,"Private","Inst","I","I1015","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",25.4,"Y","Y","USDA/TC/Mortens/LM",""
"4339","Loyola",2,"Private","Inst","I","I1010","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",31.7,"Y","Y","USDA/TC/Mortens/LM",""
"4340","Loyola",2,"Private","Inst","I","I1010","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",25.4,"Y","Y","USDA/TC/Mortens/LM",""
"4341","Loyola",2,"Private","Inst","I","I1010","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",32.2,"Y","Y","USDA/TC/Mortens/LM",""
"4342","Loyola",2,"Private","Inst","I","I1003","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",6.4,"Y","Y","USDA/TC/Mortens/LM",""
"4343","Loyola",2,"Private","Inst","I","I1016","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",5.4,"Y","Y","USDA/TC/Mortens/LM",""
"4344","Loyola",2,"Private","Inst","I","I1005","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",13.4,"Y","Y","USDA/TC/Mortens/LM",""
"4345","Loyola",2,"Public","Row","S","S1004","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",27.9,"Y","Y","USDA/TC/Mortens/LM",""
"4346","Loyola",2,"Public","Row","S","S1004","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",25.9,"Y","Y","USDA/TC/Mortens/LM",""
"4347","Loyola",2,"Public","Row","S","S1004","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",37.3,"Y","Y","USDA/TC/Mortens/LM",""
"4348","Loyola",2,"Public","Row","S","S1004","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",26.6,"Y","Y","USDA/TC/Mortens/LM",""
"4349","Loyola",2,"Public","Row","S","S1010","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",52.9,"Y","Y","USDA/TC/Mortens/LM",""
"4350","Loyola",2,"Public","Row","S","S1012","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",63.4,"Y","Y","USDA/TC/Mortens/LM",""
"4351","Loyola",2,"Public","Row","S","S1012","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",44.9,"Y","Y","USDA/TC/Mortens/LM",""
"4352","Loyola",2,"Public","Row","S","S1012","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",66.7,"Y","Y","USDA/TC/Mortens/LM",""
"4353","Loyola",2,"Public","Row","S","S1012","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",55.1,"Y","Y","USDA/TC/Mortens/LM",""
"4354","Loyola",2,"Public","Row","S","S1024","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",60.4,"Y","Y","USDA/TC/Mortens/LM",""
"4355","Loyola",2,"Public","Row","S","S1024","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",54.9,"Y","Y","USDA/TC/Mortens/LM",""
"4356","Loyola",2,"Public","Row","S","S1024","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",47.2,"Y","Y","USDA/TC/Mortens/LM",""
"4357","Loyola",2,"Public","Row","S","S1024","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",52.9,"Y","Y","USDA/TC/Mortens/LM",""
"4358","Loyola",2,"Public","Row","S","S1024","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",66.5,"Y","Y","USDA/TC/Mortens/LM",""
"4359","Loyola",2,"Public","Row","S","S1026","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",26.2,"Y","Y","USDA/TC/Mortens/LM",""
"4360","Loyola",2,"Public","Row","S","S1030","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Patmore'","Red Ash",37.6,"Y","Y","USDA/TC/Mortens/LM",""
"4361","Loyola",2,"Public","Row","S","S1034","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",63.4,"Y","Y","USDA/TC/Mortens/LM",""
"4362","Loyola",2,"Public","Row","S","S1034","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",51.2,"Y","Y","USDA/TC/Mortens/LM",""
"4363","Loyola",2,"Public","Row","S","S1034","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.1,"Y","Y","USDA/TC/Mortens/LM",""
"4364","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",44.2,"Y","Y","USDA/TC/Mortens/LM",""
"4365","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",43.1,"Y","Y","USDA/TC/Mortens/LM",""
"4366","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58,"Y","Y","USDA/TC/Mortens/LM",""
"4367","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",59.8,"Y","Y","USDA/TC/Mortens/LM",""
