"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"1598","Dawson",1,"Private","Private","Y","Y156","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",14.8,"N","Y","TC/lLM/Mortens",""
"1599","Dawson",1,"Private","Private","Y","Y156","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",33.6,"N","Y","TC/lLM/Mortens",""
"1600","Dawson",1,"Private","Private","Y","Y156","AC","ACPL","ACPL","Acer platanoides","Norway Maple",56.6,"N","N","USDA/TC",""
"1601","Dawson",1,"Private","Private","Y","Y156","TI","TICO","TICO","Tilia cordata","Littleleaf European Linden",38.8,"N","N","USDA",""
"1602","Dawson",1,"Private","Private","Y","Y156","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",39.1,"N","Y","TC/lLM/Mortens",""
"1603","Dawson",1,"Private","Private","Y","Y156","BE","BEPO","BEPO","Betula populifolia","Gray Birch",36.6,"Y","Y","USDA/TC/Mortens",""
"1604","Dawson",1,"Private","Private","Y","Y156","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",16.5,"N","N","USDA/TC/Mortens",""
"1605","Dawson",1,"Private","Private","Y","Y156","AL","ALGL","ALGL","Alnus glutinosa","European Black Alder",24.9,"N","N","USDA/TC",""
"1606","Dawson",1,"Private","Private","Y","Y156","MA","MA","MA","Magnolia x ","",20.2,"N","N",NA,""
"1607","Dawson",1,"Private","Private","Y","Y156","MA","MA","MA","Magnolia x ","",20.9,"N","N",NA,""
"1608","Dawson",1,"Private","Private","Y","Y156","AC","ACPL","ACPL","Acer platanoides","Norway Maple",17.2,"N","N","USDA/TC",""
"1609","Dawson",1,"Private","Private","Y","Y156","AC","ACGI","ACGI","Acer ginnala","Armur Maple",11,"N","N","USDA/TC/Mortens",""
"1610","Dawson",1,"Private","Private","Y","Y156","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",17.3,"N","N","USDA/TC/LM",""
"1611","Dawson",1,"Private","Private","Y","Y156","RH","RHCA","RHCA","Rhamnus cathartica","European Buckthorn",6.3,"N","N","USDA/TC/Mortens",""
"1612","Dawson",1,"Private","Private","Y","Y156","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",12.4,"N","N","USDA/TC/Mortens",""
"1613","Dawson",1,"Private","Private","Y","Y156","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",7.4,"N","N","USDA/TC/Mortens",""
"1614","Dawson",1,"Private","Private","Y","Y156","AC","ACRU","ACRU","Acer rubrum","Red Maple",11.9,"Y","Y","USDA/LM/TC",""
"1615","Dawson",1,"Private","Private","Y","Y156","PN","PNSY","PNSY","Pinus sylvestris","Scots Pine",22.2,"N","N","USDA/TC/Mortens",""
"1616","Dawson",1,"Private","Private","Y","Y156","CE","CECA","CECA","Cercis canadensis","",49.4,"N","Y","https://www.srs.fs.usda.gov/pubs/misc/ag_654/volume_2/cercis/canadensis.htm",""
"1617","Dawson",1,"Private","Private","Y","Y156","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",14.8,"N","N","USDA/TC/Mortens",""
"1618","Dawson",1,"Private","Private","Y","Y156","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",24.4,"N","N","USDA/TC/Mortens",""
"1619","Dawson",1,"Private","Private","Y","Y156","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",4.7,"N","N","USDA/TC/Mortens",""
"1620","Dawson",1,"Private","Private","Y","Y156","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",19.9,"N","N","USDA/TC/Mortens",""
"1621","Dawson",1,"Private","Private","Y","Y156","MA","MASY","MASY","Malus sylvestris","Crab Apple",12.9,"N","N","USDA/TC","Synonym: Malus pumila & Malus domestica"
"1622","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",28.1,"Y","Y","USDA/TC/LM",""
"1623","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",6.6,"Y","Y","USDA/TC/LM",""
"1624","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",17.1,"Y","Y","USDA/TC/LM",""
"1625","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",7,"Y","Y","USDA/TC/LM",""
"1626","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",14.1,"Y","Y","USDA/TC/LM",""
"1627","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",30.2,"Y","Y","USDA/TC/LM",""
"1628","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",31.7,"Y","Y","USDA/TC/LM",""
"1629","Dawson",1,"Private","Private","Y","Y157","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",17.9,"Y","Y","USDA/TC/LM",""
"1630","Dawson",1,"Private","Private","Y","Y158","PI","PIRU","PIRU","Picea rubens","Red Spruce",7.3,"Y","Y","USDA/TC/LM",""
"1631","Dawson",1,"Private","Private","Y","Y158","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",17.7,"N","N","USDA/TC/LM",""
"1632","Dawson",1,"Private","Private","Y","Y158","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",30.6,"N","Y","USDA/TC/LM",""
"1633","Dawson",1,"Private","Private","Y","Y158","OS","OSVI","OSVI","Ostrya virginiana","American Hop-Hornbeam Ironwood",3.1,"Y","Y","USDA/TC/LM",""
"1634","Dawson",1,"Private","Private","Y","Y159","TA","TACA","TACA","Taxus canadensis","Canadian Yew",43.6,"Y","Y","USDA/TC/LM",""
"1635","Dawson",1,"Private","Private","Y","Y159","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",8.2,"N","N","USDA/TC/LM",""
"1636","Dawson",1,"Private","Private","Y","Y159","RH","RHCA","RHCA","Rhamnus cathartica","European Buckthorn",9.2,"N","N","USDA/TC/Mortens",""
"1637","Dawson",1,"Private","Private","Y","Y159","RH","RHCA","RHCA","Rhamnus cathartica","European Buckthorn",5,"N","N","USDA/TC/Mortens",""
"1638","Dawson",1,"Private","Private","Y","Y160","PN","PNST","PNST","Pinus strobus","Eastern White Pine",8,"Y","Y","USDA/TC/LM",""
"1639","Dawson",1,"Private","Private","Y","Y160","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",10.7,"N","N","USDA/TC/LM",""
"1640","Dawson",1,"Private","Private","Y","Y161","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",13.9,"Y","Y","USDA/TC/LM",""
"1641","Dawson",1,"Private","Private","Y","Y161","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",18.4,"Y","Y","USDA/TC/LM",""
"1642","Dawson",1,"Private","Private","Y","Y161","UL","ULAM","ULAM","Ulmus americana","White Elm",63.2,"Y","Y","USDA/TC/LM",""
"1643","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",4.3,"N","Y","USDA/TC/LM/Mortens",""
"1644","Dawson",1,"Private","Private","Y","Y161","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",3.6,"N","N","USDA/TC/Mortens",""
"1645","Dawson",1,"Private","Private","Y","Y161","CE","CECA","CECA","Cercis canadensis","",3.4,"N","Y","https://www.srs.fs.usda.gov/pubs/misc/ag_654/volume_2/cercis/canadensis.htm",""
"1646","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",73.1,"N","Y","USDA/TC/LM/Mortens",""
"1647","Dawson",1,"Private","Private","Y","Y161","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",17,"N","N","USDA/TC/Mortens",""
"1648","Dawson",1,"Private","Private","Y","Y161","UL","ULAM","ULAM","Ulmus americana","White Elm",4.6,"Y","Y","USDA/TC/LM",""
"1649","Dawson",1,"Private","Private","Y","Y161","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",7.3,"N","N","USDA/TC/Mortens",""
"1650","Dawson",1,"Private","Private","Y","Y161","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",15.9,"N","N","USDA/TC/Mortens",""
"1651","Dawson",1,"Private","Private","Y","Y161","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",9.2,"N","N","USDA/TC/Mortens",""
"1652","Dawson",1,"Private","Private","Y","Y161","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",30.7,"Y","Y","USDA/TC/LM",""
"1653","Dawson",1,"Private","Private","Y","Y161","AC","ACPL","ACPL","Acer platanoides","Norway Maple",49.2,"N","N","USDA/TC",""
"1654","Dawson",1,"Private","Private","A","A4","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",24.4,"Y","Y","USDA/TC/Mortens/LM",""
"1655","Dawson",1,"Private","Private","A","A5","SY","SYRE","SYRE","Syringa reticulata","Japanese Tree Lilac",5,"N","N","USDA/Mortens",""
"1656","Dawson",1,"Private","Private","A","A5","EU","EUAL","EUAL","Euonymus alatus","Burning Bush",31.4,"N","N","USDA/TC",""
"1657","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",24,"N","Y","USDA/TC/LM/Mortens",""
"1658","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",13,"N","Y","USDA/TC/LM/Mortens",""
"1659","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",30,"N","Y","USDA/TC/LM/Mortens",""
"1660","Dawson",1,"Private","Private","Y","Y161","AC","ACPL","ACPL","Acer platanoides","Norway Maple",11,"N","N","USDA/TC",""
"1661","Dawson",1,"Private","Private","Y","Y161","AC","ACPL","ACPL","Acer platanoides","Norway Maple",10,"N","N","USDA/TC",""
"1662","Dawson",1,"Private","Private","Y","Y161","AC","ACPL","ACPL","Acer platanoides","Norway Maple",35.1,"N","N","USDA/TC",""
"1663","Dawson",1,"Private","Private","Y","Y161","AC","ACPL","ACPL","Acer platanoides","Norway Maple",24.6,"N","N","USDA/TC",""
"1664","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",24,"N","Y","USDA/TC/LM/Mortens",""
"1665","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",92.5,"N","Y","USDA/TC/LM/Mortens",""
"1666","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",50.9,"N","Y","USDA/TC/LM/Mortens",""
"1667","Dawson",1,"Private","Private","Y","Y161","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",44.5,"N","Y","USDA/TC/LM/Mortens",""
"1668","Dawson",1,"Private","Private","Y","Y162","AC","ACPL","ACPL","Acer platanoides","Norway Maple",50.7,"N","N","USDA/TC",""
"1669","Dawson",1,"Private","Private","Y","Y163","BE","BEPO","BEPO","Betula populifolia","Gray Birch",17.5,"Y","Y","USDA/TC/Mortens",""
"1670","Dawson",1,"Private","Private","Y","Y163","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",22,"N","N","USDA/TC/LM",""
"1671","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",13.3,"Y","Y","USDA/TC/LM",""
"1672","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",17.4,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1673","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",9.5,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1674","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",8.7,"Y","Y","USDA/TC/LM",""
"1675","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",8.1,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1676","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",37.5,"Y","Y","USDA/TC/LM",""
"1677","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",5,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1678","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",5.8,"Y","Y","USDA/TC/LM",""
"1679","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",5,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1680","Dawson",1,"Private","Private","Y","Y163","JU","JUVI","JUVI","Juniperus virginiana","",14.5,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html",""
"1681","Dawson",1,"Private","Private","Y","Y163","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",5,"N","Y","USDA/TC/LM/Mortens",""
"1682","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",5,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1683","Dawson",1,"Private","Private","Y","Y163","PI","PIGL","PIGL","Picea glauca","White Spruce",27.3,"Y","Y","USDA/TC/LM",""
"1684","Dawson",1,"Private","Private","Y","Y163","UL","ULRU","ULRU","Ulmus rubra","",9,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html",""
"1685","Dawson",1,"Private","Private","Y","Y163","TA","TACA","TACA","Taxus canadensis","Canadian Yew",35.3,"Y","Y","USDA/TC/LM",""
"1686","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",10.1,"Y","Y","USDA/TC/LM",""
"1687","Dawson",1,"Private","Private","Y","Y163","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",27.6,"N","N","USDA/TC/LM",""
"1688","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",31.5,"Y","Y","USDA/TC/LM",""
"1689","Dawson",1,"Private","Private","Y","Y163","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",12.7,"Y","Y","USDA/TC/LM",""
"1690","Dawson",1,"Private","Private","Y","Y163","JU","JUVI","JUVI","Juniperus virginiana","",14.3,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html",""
"1691","Dawson",1,"Private","Private","Y","Y163","JU","JUVI","JUVI","Juniperus virginiana","",14.1,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html",""
"1692","Dawson",1,"Private","Private","Y","Y164","UL","ULMI","ULMI","Ulmus minor Mill.","",29.9,"N","N","https://spain.inaturalist.org/taxa/79461-Ulmus-minor",""
"1693","Dawson",1,"Private","Private","Y","Y164","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",6.8,"N","N","USDA/TC/LM",""
"1694","Dawson",1,"Private","Private","Y","Y164","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",4,"N","N","USDA/TC/LM",""
"1695","Dawson",1,"Private","Private","Y","Y164","AC","ACPL","ACPL","Acer platanoides","Norway Maple",22.3,"N","N","USDA/TC",""
"1696","Dawson",1,"Private","Private","Y","Y164","AC","ACPL","ACPL","Acer platanoides","Norway Maple",22.8,"N","N","USDA/TC",""
"1697","Dawson",1,"Private","Private","Y","Y164","AC","ACPL","ACPL","Acer platanoides","Norway Maple",38.3,"N","N","USDA/TC",""
"1698","Dawson",1,"Private","Private","Y","Y164","AC","ACPL","ACPL","Acer platanoides","Norway Maple",24.6,"N","N","USDA/TC",""
"1699","Dawson",1,"Public","Street","S","S120","AB","ABBA","ABBA","Abies balsamea","Balsam fir",13,"Y","Y","USDA/TC/LM",""
"1700","Dawson",1,"Public","Street","S","S120","AB","ABBA","ABBA","Abies balsamea","Balsam fir",20,"Y","Y","USDA/TC/LM",""
"1701","Dawson",1,"Public","Street","S","S120","AB","ABBA","ABBA","Abies balsamea","Balsam fir",7,"Y","Y","USDA/TC/LM",""
"1702","Dawson",1,"Public","Street","S","S120","AB","ABBA","ABBA","Abies balsamea","Balsam fir",7,"Y","Y","USDA/TC/LM",""
"1703","Dawson",1,"Public","Street","S","S120","AB","ABBA","ABBA","Abies balsamea","Balsam fir",18,"Y","Y","USDA/TC/LM",""
"1704","Dawson",1,"Public","Street","S","S127","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",25,"N","Y","USDA/TC/LM/Mortens",""
"1705","Dawson",1,"Public","Street","S","S3","AC","ACPL","ACPL","Acer platanoides","Norway Maple",20,"N","N","USDA/TC",""
"1706","Dawson",1,"Public","Street","S","S5","AC","ACPL","ACPL","Acer platanoides","Norway Maple",24,"N","N","USDA/TC",""
"1707","Dawson",1,"Public","Street","S","S25","AC","ACPL","ACPL","Acer platanoides","Norway Maple",28,"N","N","USDA/TC",""
"1708","Dawson",1,"Public","Street","S","S29","AC","ACPL","ACPL","Acer platanoides","Norway Maple",32,"N","N","USDA/TC",""
"1709","Dawson",1,"Public","Street","S","S45","AC","ACPL","ACPL","Acer platanoides","Norway Maple",29,"N","N","USDA/TC",""
"1710","Dawson",1,"Public","Street","S","S62","AC","ACPL","ACPL","Acer platanoides","Norway Maple",31,"N","N","USDA/TC",""
"1711","Dawson",1,"Public","Street","S","S65","AC","ACPL","ACPL","Acer platanoides","Norway Maple",40,"N","N","USDA/TC",""
"1712","Dawson",1,"Public","Street","S","S65","AC","ACPL","ACPL","Acer platanoides","Norway Maple",48,"N","N","USDA/TC",""
"1713","Dawson",1,"Public","Street","S","S65","AC","ACPL","ACPL","Acer platanoides","Norway Maple",47,"N","N","USDA/TC",""
"1714","Dawson",1,"Public","Street","S","S75","AC","ACPL","ACPL","Acer platanoides","Norway Maple",18,"N","N","USDA/TC",""
"1715","Dawson",1,"Public","Street","S","S85","AC","ACPL","ACPL","Acer platanoides","Norway Maple",18,"N","N","USDA/TC",""
"1716","Dawson",1,"Public","Street","S","S85","AC","ACPL","ACPL","Acer platanoides","Norway Maple",23,"N","N","USDA/TC",""
"1717","Dawson",1,"Public","Street","S","S85","AC","ACPL","ACPL","Acer platanoides","Norway Maple",23,"N","N","USDA/TC",""
"1718","Dawson",1,"Public","Street","S","S86","AC","ACPL","ACPL","Acer platanoides","Norway Maple",20,"N","N","USDA/TC",""
"1719","Dawson",1,"Public","Street","S","S110","AC","ACPL","ACPL","Acer platanoides","Norway Maple",34,"N","N","USDA/TC",""
"1720","Dawson",1,"Public","Street","S","S120","AC","ACPL","ACPL","Acer platanoides","Norway Maple",26,"N","N","USDA/TC",""
"1721","Dawson",1,"Public","Street","S","S20","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1722","Dawson",1,"Public","Street","S","S22","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",34,"N","N","USDA/TC",""
"1723","Dawson",1,"Public","Street","S","S26","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1724","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1725","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1726","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1727","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1728","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1729","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1730","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1731","Dawson",1,"Public","Street","S","S27","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1732","Dawson",1,"Public","Street","S","S40","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1733","Dawson",1,"Public","Street","S","S63","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1734","Dawson",1,"Public","Street","S","S65","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",8,"N","N","USDA/TC",""
"1735","Dawson",1,"Public","Street","S","S78","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",6,"N","N","USDA/TC",""
"1736","Dawson",1,"Public","Street","S","S79","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",12,"N","N","USDA/TC",""
"1737","Dawson",1,"Public","Street","S","S80","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1738","Dawson",1,"Public","Street","S","S80","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1739","Dawson",1,"Public","Street","S","S85","AC","ACPL","ACPLCO","Acer platanoides 'Columnare'","Columnare Norway Maple",5,"N","N","USDA/TC",""
"1740","Dawson",1,"Public","Street","S","S110","AC","ACPL","ACPLDE","Acer platanoides 'Deborah'","Deborah Norway Maple",5,"N","N","USDA/TC",""
"1741","Dawson",1,"Public","Street","S","S3","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",6,"N","N","USDA/TC",""
"1742","Dawson",1,"Public","Street","S","S10","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",6,"N","N","USDA/TC",""
"1743","Dawson",1,"Public","Street","S","S62","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",26,"N","N","USDA/TC",""
"1744","Dawson",1,"Public","Street","S","S64","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",7,"N","N","USDA/TC",""
"1745","Dawson",1,"Public","Street","S","S86","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",14,"N","N","USDA/TC",""
"1746","Dawson",1,"Public","Street","S","S110","AC","ACPL","ACPLEQ","Acer platanoides 'Emerald Queen'","Emerald Queen Norway Maple",11,"N","N","USDA/TC",""
